Date,Region,Daily confirmed,Daily probable,Daily deceased,Daily total cases,Cumulative confirmed,Cumulative probable,Cumulative deceased,Cumulative total cases
02/11/2020,Northland,0,0,0,0,26,2,0,28
02/11/2020,South Canterbury,0,0,0,0,15,2,0,17
02/11/2020,Southern,0,0,0,0,186,30,2,216
02/11/2020,Tairawhiti,0,0,0,0,3,1,0,4
02/11/2020,Taranaki,0,0,0,0,14,2,0,16
02/11/2020,Waikato,0,0,0,0,155,39,2,194
02/11/2020,Wairarapa,0,0,0,0,6,2,0,8
02/11/2020,Waitemata,0,0,0,0,225,71,4,296
02/11/2020,West Coast,0,0,0,0,4,1,1,5
02/11/2020,Whanganui,0,0,0,0,8,1,0,9
01/11/2020,Auckland,1,0,0,1,267,51,1,318
01/11/2020,Bay of Plenty,0,0,0,0,34,14,0,48
01/11/2020,Canterbury,1,0,0,1,170,65,12,235
01/11/2020,Capital and Coast,0,0,0,0,74,24,2,98
01/11/2020,Counties Manukau,1,0,0,1,285,24,1,309
01/11/2020,Hawke's Bay,0,0,0,0,38,6,0,44
01/11/2020,Hutt Valley,0,0,0,0,19,3,0,22
01/11/2020,Lakes,0,0,0,0,15,1,0,16
01/11/2020,Midcentral,0,0,0,0,27,5,0,32
01/11/2020,Nelson Marlborough,0,0,0,0,38,12,0,50
01/11/2020,Northland,0,0,0,0,26,2,0,28
01/11/2020,South Canterbury,0,0,0,0,15,2,0,17
01/11/2020,Southern,0,0,0,0,186,30,2,216
01/11/2020,Tairawhiti,0,0,0,0,3,1,0,4
01/11/2020,Taranaki,0,0,0,0,14,2,0,16
01/11/2020,Waikato,0,0,0,0,155,39,2,194
01/11/2020,Wairarapa,0,0,0,0,6,2,0,8
01/11/2020,Waitemata,0,0,0,0,225,71,4,296
01/11/2020,West Coast,0,0,0,0,4,1,1,5
01/11/2020,Whanganui,0,0,0,0,8,1,0,9
31/10/2020,Auckland,2,0,0,2,266,51,1,317
31/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
31/10/2020,Canterbury,0,0,0,0,169,65,12,234
31/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
31/10/2020,Counties Manukau,2,0,0,2,284,24,1,308
31/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
31/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
31/10/2020,Lakes,0,0,0,0,15,1,0,16
31/10/2020,Midcentral,0,0,0,0,27,5,0,32
31/10/2020,Nelson Marlborough,1,0,0,1,38,12,0,50
31/10/2020,Northland,0,0,0,0,26,2,0,28
31/10/2020,South Canterbury,0,0,0,0,15,2,0,17
31/10/2020,Southern,0,0,0,0,186,30,2,216
31/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
31/10/2020,Taranaki,0,0,0,0,14,2,0,16
31/10/2020,Waikato,0,0,0,0,155,39,2,194
31/10/2020,Wairarapa,0,0,0,0,6,2,0,8
31/10/2020,Waitemata,0,0,0,0,225,71,4,296
31/10/2020,West Coast,0,0,0,0,4,1,1,5
31/10/2020,Whanganui,0,0,0,0,8,1,0,9
30/10/2020,Auckland,1,0,0,1,264,51,1,315
30/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
30/10/2020,Canterbury,0,0,0,0,169,65,12,234
30/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
30/10/2020,Counties Manukau,5,0,0,5,282,24,1,306
30/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
30/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
30/10/2020,Lakes,0,0,0,0,15,1,0,16
30/10/2020,Midcentral,0,0,0,0,27,5,0,32
30/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
30/10/2020,Northland,0,0,0,0,26,2,0,28
30/10/2020,South Canterbury,0,0,0,0,15,2,0,17
30/10/2020,Southern,0,0,0,0,186,30,2,216
30/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
30/10/2020,Taranaki,0,0,0,0,14,2,0,16
30/10/2020,Waikato,0,0,0,0,155,39,2,194
30/10/2020,Wairarapa,0,0,0,0,6,2,0,8
30/10/2020,Waitemata,0,0,0,0,225,71,4,296
30/10/2020,West Coast,0,0,0,0,4,1,1,5
30/10/2020,Whanganui,0,0,0,0,8,1,0,9
29/10/2020,Auckland,0,0,0,0,263,51,1,314
29/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
29/10/2020,Canterbury,1,0,0,1,169,65,12,234
29/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
29/10/2020,Counties Manukau,0,0,0,0,277,24,1,301
29/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
29/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
29/10/2020,Lakes,0,0,0,0,15,1,0,16
29/10/2020,Midcentral,0,0,0,0,27,5,0,32
29/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
29/10/2020,Northland,0,0,0,0,26,2,0,28
29/10/2020,South Canterbury,0,0,0,0,15,2,0,17
29/10/2020,Southern,0,0,0,0,186,30,2,216
29/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
29/10/2020,Taranaki,0,0,0,0,14,2,0,16
29/10/2020,Waikato,0,0,0,0,155,39,2,194
29/10/2020,Wairarapa,0,0,0,0,6,2,0,8
29/10/2020,Waitemata,0,0,0,0,225,71,4,296
29/10/2020,West Coast,0,0,0,0,4,1,1,5
29/10/2020,Whanganui,0,0,0,0,8,1,0,9
28/10/2020,Auckland,5,0,0,5,263,51,1,314
28/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
28/10/2020,Canterbury,0,0,0,0,168,65,12,233
28/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
28/10/2020,Counties Manukau,1,0,0,1,277,24,1,301
28/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
28/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
28/10/2020,Lakes,0,0,0,0,15,1,0,16
28/10/2020,Midcentral,0,0,0,0,27,5,0,32
28/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
28/10/2020,Northland,0,0,0,0,26,2,0,28
28/10/2020,South Canterbury,0,0,0,0,15,2,0,17
28/10/2020,Southern,0,0,0,0,186,30,2,216
28/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
28/10/2020,Taranaki,0,0,0,0,14,2,0,16
28/10/2020,Waikato,0,0,0,0,155,39,2,194
28/10/2020,Wairarapa,0,0,0,0,6,2,0,8
28/10/2020,Waitemata,0,0,0,0,225,71,4,296
28/10/2020,West Coast,0,0,0,0,4,1,1,5
28/10/2020,Whanganui,0,0,0,0,8,1,0,9
27/10/2020,Auckland,2,0,0,2,258,51,1,309
27/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
27/10/2020,Canterbury,0,0,0,0,168,65,12,233
27/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
27/10/2020,Counties Manukau,1,0,0,1,276,24,1,300
27/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
27/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
27/10/2020,Lakes,0,0,0,0,15,1,0,16
27/10/2020,Midcentral,0,0,0,0,27,5,0,32
27/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
27/10/2020,Northland,0,0,0,0,26,2,0,28
27/10/2020,South Canterbury,0,0,0,0,15,2,0,17
27/10/2020,Southern,0,0,0,0,186,30,2,216
27/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
27/10/2020,Taranaki,0,0,0,0,14,2,0,16
27/10/2020,Waikato,0,0,0,0,155,39,2,194
27/10/2020,Wairarapa,0,0,0,0,6,2,0,8
27/10/2020,Waitemata,0,0,0,0,225,71,4,296
27/10/2020,West Coast,0,0,0,0,4,1,1,5
27/10/2020,Whanganui,0,0,0,0,8,1,0,9
26/10/2020,Auckland,0,0,0,0,256,51,1,307
26/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
26/10/2020,Canterbury,0,0,0,0,168,65,12,233
26/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
26/10/2020,Counties Manukau,1,0,0,1,275,24,1,299
26/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
26/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
26/10/2020,Lakes,0,0,0,0,15,1,0,16
26/10/2020,Midcentral,0,0,0,0,27,5,0,32
26/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
26/10/2020,Northland,0,0,0,0,26,2,0,28
26/10/2020,South Canterbury,0,0,0,0,15,2,0,17
26/10/2020,Southern,0,0,0,0,186,30,2,216
26/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
26/10/2020,Taranaki,0,0,0,0,14,2,0,16
26/10/2020,Waikato,0,0,0,0,155,39,2,194
26/10/2020,Wairarapa,0,0,0,0,6,2,0,8
26/10/2020,Waitemata,0,0,0,0,225,71,4,296
26/10/2020,West Coast,0,0,0,0,4,1,1,5
26/10/2020,Whanganui,0,0,0,0,8,1,0,9
25/10/2020,Auckland,1,0,0,1,256,51,1,307
25/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
25/10/2020,Canterbury,3,0,0,3,168,65,12,233
25/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
25/10/2020,Counties Manukau,0,0,0,0,274,24,1,298
25/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
25/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
25/10/2020,Lakes,0,0,0,0,15,1,0,16
25/10/2020,Midcentral,0,0,0,0,27,5,0,32
25/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
25/10/2020,Northland,0,0,0,0,26,2,0,28
25/10/2020,South Canterbury,0,0,0,0,15,2,0,17
25/10/2020,Southern,0,0,0,0,186,30,2,216
25/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
25/10/2020,Taranaki,0,0,0,0,14,2,0,16
25/10/2020,Waikato,0,0,0,0,155,39,2,194
25/10/2020,Wairarapa,0,0,0,0,6,2,0,8
25/10/2020,Waitemata,0,0,0,0,225,71,4,296
25/10/2020,West Coast,0,0,0,0,4,1,1,5
25/10/2020,Whanganui,0,0,0,0,8,1,0,9
24/10/2020,Auckland,0,0,0,0,255,51,1,306
24/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
24/10/2020,Canterbury,0,0,0,0,165,65,12,230
24/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
24/10/2020,Counties Manukau,0,0,0,0,274,24,1,298
24/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
24/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
24/10/2020,Lakes,0,0,0,0,15,1,0,16
24/10/2020,Midcentral,0,0,0,0,27,5,0,32
24/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
24/10/2020,Northland,0,0,0,0,26,2,0,28
24/10/2020,South Canterbury,0,0,0,0,15,2,0,17
24/10/2020,Southern,0,0,0,0,186,30,2,216
24/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
24/10/2020,Taranaki,0,0,0,0,14,2,0,16
24/10/2020,Waikato,0,0,0,0,155,39,2,194
24/10/2020,Wairarapa,0,0,0,0,6,2,0,8
24/10/2020,Waitemata,0,0,0,0,225,71,4,296
24/10/2020,West Coast,0,0,0,0,4,1,1,5
24/10/2020,Whanganui,0,0,0,0,8,1,0,9
23/10/2020,Auckland,4,0,0,4,255,51,1,306
23/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
23/10/2020,Canterbury,12,0,0,12,165,65,12,230
23/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
23/10/2020,Counties Manukau,2,0,0,2,274,24,1,298
23/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
23/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
23/10/2020,Lakes,0,0,0,0,15,1,0,16
23/10/2020,Midcentral,0,0,0,0,27,5,0,32
23/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
23/10/2020,Northland,0,0,0,0,26,2,0,28
23/10/2020,South Canterbury,0,0,0,0,15,2,0,17
23/10/2020,Southern,0,0,0,0,186,30,2,216
23/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
23/10/2020,Taranaki,0,0,0,0,14,2,0,16
23/10/2020,Waikato,0,0,0,0,155,39,2,194
23/10/2020,Wairarapa,0,0,0,0,6,2,0,8
23/10/2020,Waitemata,0,0,0,0,225,71,4,296
23/10/2020,West Coast,0,0,0,0,4,1,1,5
23/10/2020,Whanganui,0,0,0,0,8,1,0,9
22/10/2020,Auckland,0,0,0,0,251,51,1,302
22/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
22/10/2020,Canterbury,0,0,0,0,153,65,12,218
22/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
22/10/2020,Counties Manukau,2,0,0,2,272,24,1,296
22/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
22/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
22/10/2020,Lakes,0,0,0,0,15,1,0,16
22/10/2020,Midcentral,0,0,0,0,27,5,0,32
22/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
22/10/2020,Northland,0,0,0,0,26,2,0,28
22/10/2020,South Canterbury,0,0,0,0,15,2,0,17
22/10/2020,Southern,0,0,0,0,186,30,2,216
22/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
22/10/2020,Taranaki,0,0,0,0,14,2,0,16
22/10/2020,Waikato,0,0,0,0,155,39,2,194
22/10/2020,Wairarapa,0,0,0,0,6,2,0,8
22/10/2020,Waitemata,1,0,0,1,225,71,4,296
22/10/2020,West Coast,0,0,0,0,4,1,1,5
22/10/2020,Whanganui,0,0,0,0,8,1,0,9
21/10/2020,Auckland,0,0,0,0,251,51,1,302
21/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
21/10/2020,Canterbury,0,0,0,0,153,65,12,218
21/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
21/10/2020,Counties Manukau,3,0,0,3,270,24,1,294
21/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
21/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
21/10/2020,Lakes,0,0,0,0,15,1,0,16
21/10/2020,Midcentral,0,0,0,0,27,5,0,32
21/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
21/10/2020,Northland,0,0,0,0,26,2,0,28
21/10/2020,South Canterbury,0,0,0,0,15,2,0,17
21/10/2020,Southern,0,0,0,0,186,30,2,216
21/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
21/10/2020,Taranaki,0,0,0,0,14,2,0,16
21/10/2020,Waikato,0,0,0,0,155,39,2,194
21/10/2020,Wairarapa,0,0,0,0,6,2,0,8
21/10/2020,Waitemata,1,0,0,1,224,71,4,295
21/10/2020,West Coast,0,0,0,0,4,1,1,5
21/10/2020,Whanganui,0,0,0,0,8,1,0,9
20/10/2020,Auckland,1,0,0,1,251,51,1,302
20/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
20/10/2020,Canterbury,21,0,0,21,153,65,12,218
20/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
20/10/2020,Counties Manukau,0,0,0,0,267,24,1,291
20/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
20/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
20/10/2020,Lakes,0,0,0,0,15,1,0,16
20/10/2020,Midcentral,0,0,0,0,27,5,0,32
20/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
20/10/2020,Northland,0,0,0,0,26,2,0,28
20/10/2020,South Canterbury,0,0,0,0,15,2,0,17
20/10/2020,Southern,0,0,0,0,186,30,2,216
20/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
20/10/2020,Taranaki,0,0,0,0,14,2,0,16
20/10/2020,Waikato,0,0,0,0,155,39,2,194
20/10/2020,Wairarapa,0,0,0,0,6,2,0,8
20/10/2020,Waitemata,0,0,0,0,223,71,4,294
20/10/2020,West Coast,0,0,0,0,4,1,1,5
20/10/2020,Whanganui,0,0,0,0,8,1,0,9
19/10/2020,Auckland,1,0,0,1,250,51,1,301
19/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
19/10/2020,Canterbury,0,0,0,0,132,65,12,197
19/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
19/10/2020,Counties Manukau,0,0,0,0,267,24,1,291
19/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
19/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
19/10/2020,Lakes,0,0,0,0,15,1,0,16
19/10/2020,Midcentral,0,0,0,0,27,5,0,32
19/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
19/10/2020,Northland,0,0,0,0,26,2,0,28
19/10/2020,South Canterbury,0,0,0,0,15,2,0,17
19/10/2020,Southern,0,0,0,0,186,30,2,216
19/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
19/10/2020,Taranaki,0,0,0,0,14,2,0,16
19/10/2020,Waikato,0,0,0,0,155,39,2,194
19/10/2020,Wairarapa,0,0,0,0,6,2,0,8
19/10/2020,Waitemata,0,0,0,0,223,71,4,294
19/10/2020,West Coast,0,0,0,0,4,1,1,5
19/10/2020,Whanganui,0,0,0,0,8,1,0,9
18/10/2020,Auckland,0,0,0,0,249,51,1,300
18/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
18/10/2020,Canterbury,0,0,0,0,132,65,12,197
18/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
18/10/2020,Counties Manukau,1,0,0,1,267,24,1,291
18/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
18/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
18/10/2020,Lakes,0,0,0,0,15,1,0,16
18/10/2020,Midcentral,0,0,0,0,27,5,0,32
18/10/2020,Nelson Marlborough,0,0,0,0,37,12,0,49
18/10/2020,Northland,0,0,0,0,26,2,0,28
18/10/2020,South Canterbury,0,0,0,0,15,2,0,17
18/10/2020,Southern,0,0,0,0,186,30,2,216
18/10/2020,Tairawhiti,0,0,0,0,3,1,0,4
18/10/2020,Taranaki,0,0,0,0,14,2,0,16
18/10/2020,Waikato,0,0,0,0,155,39,2,194
18/10/2020,Wairarapa,0,0,0,0,6,2,0,8
18/10/2020,Waitemata,0,0,0,0,223,71,4,294
18/10/2020,West Coast,0,0,0,0,4,1,1,5
18/10/2020,Whanganui,0,0,0,0,8,1,0,9
17/10/2020,Auckland,2,0,0,2,249,51,1,300
17/10/2020,Bay of Plenty,0,0,0,0,34,14,0,48
17/10/2020,Canterbury,0,0,0,0,132,65,12,197
17/10/2020,Capital and Coast,0,0,0,0,74,24,2,98
17/10/2020,Counties Manukau,1,0,0,1,266,24,1,290
17/10/2020,Hawke's Bay,0,0,0,0,38,6,0,44
17/10/2020,Hutt Valley,0,0,0,0,19,3,0,22
17/10/2020,Lakes,0,0,0,0,15,1,0,16
